City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Mabaruma,GY,2021-07-21 21:21:35,8.2,-59.7833,78.15,92,97,5.23
277,Bafra,TR,2021-07-21 21:21:35,41.5678,35.9069,76.78,87,53,8.52
278,Chincha Alta,PE,2021-07-21 21:21:36,-13.4099,-76.1323,63.19,69,17,6.98
279,Kununurra,AU,2021-07-21 21:21:36,-15.7667,128.7333,53.58,82,41,0.0
280,Bethel,US,2021-07-21 21:21:36,41.3712,-73.414,82.02,69,1,1.99
281,Vardo,NO,2021-07-21 21:21:37,70.3705,31.1107,46.6,88,100,23.64
282,Ambon,ID,2021-07-21 21:21:37,-3.6954,128.1814,75.34,94,40,9.22
283,Nagar Karnul,IN,2021-07-21 21:21:38,16.4821,78.3247,70.47,94,100,23.29
284,Macabugos,PH,2021-07-21 21:21:38,13.2362,123.3053,80.24,87,100,20.38
285,Carroll,US,2021-07-21 21:21:38,39.5501,-77.0164,86.47,68,40,1.99
286,Hvolsvollur,IS,2021-07-21 21:21:39,63.7533,-20.2243,56.8,86,100,3.4
287,Wajima,JP,2021-07-21 21:21:39,37.4,136.9,78.33,87,5,4.81
288,Kirensk,RU,2021-07-21 21:21:39,57.7853,108.1119,58.35,91,38,3.91
289,Channel-Port Aux Basques,CA,2021-07-21 21:21:40,47.5702,-59.1367,63.63,88,59,3.18
290,Rocha,UY,2021-07-21 21:21:40,-34.4833,-54.3333,48.25,83,17,3.71
291,Sao Joao Da Barra,BR,2021-07-21 21:17:06,-21.6403,-41.0511,69.89,76,100,9.15
292,Goderich,CA,2021-07-21 21:21:41,43.7501,-81.7165,71.2,60,0,17.27
